Date,High,Low,Open,Close,Volume,Adj Close
2010-07-30,20.440000534057617,19.549999237060547,20.200000762939453,19.940000534057617,426900,19.940000534057617
2010-08-02,20.96999931335449,20.32999992370605,20.5,20.920000076293945,718100,20.920000076293945
2010-08-03,21.950000762939453,20.81999969482422,21.0,21.950000762939453,1230500,21.950000762939453
2010-08-04,22.18000030517578,20.850000381469727,21.950000762939453,21.26000022888184,913000,21.26000022888184
2010-08-05,21.549999237060547,20.049999237060547,21.540000915527344,20.450000762939453,796200,20.450000762939453
2010-08-06,20.15999984741211,19.520000457763672,20.100000381469727,19.59000015258789,741900,19.59000015258789
2010-08-09,19.979999542236328,19.450000762939453,19.899999618530277,19.600000381469727,812700,19.600000381469727
2010-08-10,19.649999618530277,18.81999969482422,19.649999618530277,19.030000686645508,1281300,19.030000686645508
2010-08-11,18.8799991607666,17.850000381469727,18.690000534057617,17.899999618530273,797600,17.899999618530273
2010-08-12,17.899999618530273,17.389999389648438,17.799999237060547,17.600000381469727,691000,17.600000381469727
2010-08-13,18.450000762939453,17.65999984741211,18.18000030517578,18.31999969482422,634000,18.31999969482422
2010-08-16,18.799999237060547,18.26000022888184,18.450000762939453,18.780000686645508,485800,18.780000686645508
2010-08-17,19.399999618530277,18.780000686645508,18.959999084472656,19.149999618530277,447900,19.149999618530277
2010-08-18,19.59000015258789,18.600000381469727,19.59000015258789,18.770000457763672,601300,18.770000457763672
2010-08-19,19.25,18.32999992370605,18.540000915527344,18.790000915527344,579100,18.790000915527344
2010-08-20,19.11000061035156,18.51000022888184,18.649999618530277,19.100000381469727,296000,19.100000381469727
2010-08-23,20.38999938964844,19.0,19.09000015258789,20.1299991607666,1088100,20.1299991607666
2010-08-24,19.709999084472656,18.950000762939453,19.25,19.200000762939453,673100,19.200000762939453
2010-08-25,19.979999542236328,18.559999465942383,19.15999984741211,19.899999618530277,503300,19.899999618530277
2010-08-26,20.270000457763672,19.600000381469727,19.88999938964844,19.75,433800,19.75
2010-08-27,19.8700008392334,19.5,19.75,19.700000762939453,379600,19.700000762939453
2010-08-30,20.190000534057617,19.61000061035156,19.700000762939453,19.8700008392334,732800,19.8700008392334
2010-08-31,19.790000915527344,19.32999992370605,19.65999984741211,19.479999542236328,201100,19.479999542236328
2010-09-01,20.690000534057617,19.600000381469727,19.6200008392334,20.450000762939453,494900,20.450000762939453
2010-09-02,21.239999771118164,20.309999465942383,20.3700008392334,21.059999465942383,487100,21.059999465942383
2010-09-03,21.299999237060547,20.65999984741211,20.8700008392334,21.049999237060547,434600,21.049999237060547
2010-09-07,21.0,20.5,20.61000061035156,20.540000915527344,243400,20.540000915527344
2010-09-08,20.950000762939453,20.600000381469727,20.65999984741211,20.899999618530277,288400,20.899999618530277
2010-09-09,21.049999237060547,20.690000534057617,21.0,20.709999084472656,376200,20.709999084472656
2010-09-10,20.93000030517578,19.76000022888184,20.75,20.170000076293945,386600,20.170000076293945
2010-09-13,20.899999618530277,20.5,20.88999938964844,20.71999931335449,360800,20.71999931335449
2010-09-14,21.600000381469727,20.530000686645508,20.540000915527344,21.1200008392334,654700,21.1200008392334
2010-09-15,22.0,20.790000915527344,20.979999542236328,21.979999542236328,684600,21.979999542236328
2010-09-16,23.15999984741211,20.84000015258789,22.149999618530277,20.940000534057617,2684500,20.940000534057617
2010-09-17,21.31999969482422,19.799999237060547,21.020000457763672,20.229999542236328,1198500,20.229999542236328
2010-09-20,21.350000381469727,20.15999984741211,20.670000076293945,21.059999465942383,947500,21.059999465942383
2010-09-21,21.549999237060547,20.670000076293945,20.88999938964844,20.770000457763672,796000,20.770000457763672
2010-09-22,20.950000762939453,19.799999237060547,20.8700008392334,19.8700008392334,962900,19.8700008392334
2010-09-23,20.13999938964844,19.5,19.88999938964844,19.559999465942383,668100,19.559999465942383
2010-09-24,20.190000534057617,19.649999618530277,19.950000762939453,20.100000381469727,578900,20.100000381469727
2010-09-27,20.809999465942383,20.049999237060547,20.399999618530277,20.530000686645508,418600,20.530000686645508
2010-09-28,21.489999771118164,20.76000022888184,21.040000915527344,21.399999618530277,1214500,21.399999618530277
2010-09-29,22.030000686645508,21.1299991607666,21.190000534057617,21.979999542236328,1969300,21.979999542236328
2010-09-30,22.149999618530277,20.190000534057617,22.0,20.40999984741211,2195800,20.40999984741211
2010-10-01,20.75,20.309999465942383,20.690000534057617,20.600000381469727,597700,20.600000381469727
2010-10-04,21.170000076293945,20.299999237060547,20.43000030517578,20.989999771118164,643600,20.989999771118164
2010-10-05,21.280000686645508,21.01000022888184,21.149999618530277,21.1200008392334,332000,21.1200008392334
2010-10-06,21.26000022888184,20.31999969482422,21.059999465942383,20.459999084472656,313400,20.459999084472656
2010-10-07,20.63999938964844,20.34000015258789,20.56999969482422,20.43000030517578,141000,20.43000030517578
2010-10-08,20.790000915527344,20.38999938964844,20.43000030517578,20.43000030517578,267800,20.43000030517578
2010-10-11,20.700000762939453,20.06999969482422,20.440000534057617,20.239999771118164,171200,20.239999771118164
2010-10-12,20.280000686645508,20.030000686645508,20.200000762939453,20.239999771118164,244000,20.239999771118164
2010-10-13,20.850000381469727,20.36000061035156,20.63999938964844,20.540000915527344,318200,20.540000915527344
2010-10-14,21.030000686645508,20.399999618530277,21.0,20.75,294800,20.75
2010-10-15,20.899999618530277,20.25,20.88999938964844,20.540000915527344,284700,20.540000915527344
2010-10-18,20.63999938964844,20.21999931335449,20.520000457763672,20.229999542236328,162800,20.229999542236328
2010-10-19,20.40999984741211,20.0,20.200000762939453,20.049999237060547,245200,20.049999237060547
2010-10-20,20.690000534057617,20.040000915527344,20.15999984741211,20.649999618530277,312500,20.649999618530277
2010-10-21,20.950000762939453,20.450000762939453,20.61000061035156,20.75,417100,20.75
2010-10-22,20.93000030517578,20.549999237060547,20.68000030517578,20.71999931335449,161100,20.71999931335449
2010-10-25,20.979999542236328,20.729999542236328,20.940000534057617,20.850000381469727,118500,20.850000381469727
2010-10-26,21.8700008392334,20.51000022888184,20.799999237060547,21.36000061035156,660900,21.36000061035156
2010-10-27,21.3799991607666,20.649999618530277,21.25,21.0,356500,21.0
2010-10-28,21.5,20.959999084472656,21.38999938964844,21.190000534057617,224200,21.190000534057617
2010-10-29,21.850000381469727,21.049999237060547,21.13999938964844,21.84000015258789,280600,21.84000015258789
2010-11-01,22.75,21.309999465942383,21.940000534057617,21.40999984741211,455800,21.40999984741211
2010-11-02,21.8799991607666,21.049999237060547,21.68000030517578,21.25,322500,21.25
2010-11-03,22.5,21.15999984741211,21.280000686645508,21.770000457763672,372600,21.770000457763672
2010-11-04,25.32999992370605,22.149999618530277,22.600000381469727,24.899999618530277,1874000,24.899999618530277
2010-11-05,24.96999931335449,23.71999931335449,24.8700008392334,24.440000534057617,1011000,24.440000534057617
2010-11-08,25.0,24.030000686645508,24.5,24.979999542236328,509500,24.979999542236328
2010-11-09,25.690000534057617,24.049999237060547,25.0,24.6299991607666,956400,24.6299991607666
2010-11-10,29.96999931335449,24.049999237060547,24.479999542236328,29.36000061035156,3060500,29.36000061035156
2010-11-11,29.100000381469727,27.32999992370605,28.600000381469727,28.040000915527344,1945300,28.040000915527344
2010-11-12,30.5,28.06999969482422,28.25,29.84000015258789,2729100,29.84000015258789
2010-11-15,32.939998626708984,30.21999931335449,30.21999931335449,30.799999237060547,2622900,30.799999237060547
2010-11-16,31.399999618530277,28.420000076293945,31.0,29.670000076293945,1347600,29.670000076293945
2010-11-17,30.75,28.61000061035156,30.200000762939453,29.489999771118164,750000,29.489999771118164
2010-11-18,30.739999771118164,28.920000076293945,30.670000076293945,29.88999938964844,956100,29.88999938964844
2010-11-19,31.3700008392334,29.700000762939453,30.15999984741211,30.989999771118164,1150500,30.989999771118164
2010-11-22,33.45000076293945,31.5,31.56999969482422,33.400001525878906,1529700,33.400001525878906
2010-11-23,35.68000030517578,32.189998626708984,33.290000915527344,34.56999969482422,1577800,34.56999969482422
2010-11-24,35.970001220703125,34.33000183105469,35.27000045776367,35.470001220703125,1425000,35.470001220703125
2010-11-26,36.0,34.75,35.599998474121094,35.31999969482422,350600,35.31999969482422
2010-11-29,35.95000076293945,33.33000183105469,35.40999984741211,34.33000183105469,1145600,34.33000183105469
2010-11-30,35.33000183105469,33.40999984741211,33.7400016784668,35.33000183105469,2222600,35.33000183105469
2010-12-01,36.41999816894531,33.45000076293945,35.869998931884766,34.349998474121094,1299200,34.349998474121094
2010-12-02,34.29999923706055,31.200000762939453,34.0099983215332,32.349998474121094,2007000,32.349998474121094
2010-12-03,32.25,30.8700008392334,32.0099983215332,31.489999771118164,1160100,31.489999771118164
2010-12-06,31.450000762939453,29.559999465942383,31.350000381469727,30.309999465942383,1274400,30.309999465942383
2010-12-07,32.400001525878906,30.049999237060547,30.489999771118164,31.559999465942383,1311300,31.559999465942383
2010-12-08,32.4900016784668,31.520000457763672,32.47999954223633,32.369998931884766,660000,32.369998931884766
2010-12-09,32.720001220703125,31.649999618530277,32.5099983215332,32.04999923706055,406000,32.04999923706055
2010-12-10,32.91999816894531,31.1299991607666,32.04999923706055,31.520000457763672,429400,31.520000457763672
2010-12-13,31.770000457763672,30.399999618530277,31.63999938964844,30.549999237060547,410400,30.549999237060547
2010-12-14,30.38999938964844,27.76000022888184,30.290000915527344,28.530000686645508,1765700,28.530000686645508
2010-12-15,29.96999931335449,28.530000686645508,28.670000076293945,29.600000381469727,742900,29.600000381469727
2010-12-16,30.90999984741211,29.649999618530277,30.0,30.809999465942383,790100,30.809999465942383
2010-12-17,31.540000915527344,30.709999084472656,31.34000015258789,31.36000061035156,813000,31.36000061035156
2010-12-20,32.189998626708984,31.26000022888184,31.63999938964844,31.700000762939453,523400,31.700000762939453
2010-12-21,32.689998626708984,31.709999084472656,31.799999237060547,32.2599983215332,777700,32.2599983215332
2010-12-22,32.86000061035156,31.700000762939453,32.25,32.630001068115234,833300,32.630001068115234
2010-12-23,32.47999954223633,29.920000076293945,31.26000022888184,30.09000015258789,1552600,30.09000015258789
2010-12-27,28.57999992370605,25.059999465942383,28.020000457763672,25.549999237060547,9301900,25.549999237060547
2010-12-28,26.75,25.0,25.850000381469727,26.40999984741211,4056300,26.40999984741211
2010-12-29,28.01000022888184,26.5,27.030000686645508,27.729999542236328,3319200,27.729999542236328
2010-12-30,27.899999618530277,26.3799991607666,27.700000762939453,26.5,2041100,26.5
2010-12-31,27.25,26.5,26.56999969482422,26.6299991607666,1417900,26.6299991607666
2011-01-03,27.0,25.899999618530277,26.84000015258789,26.6200008392334,1283000,26.6200008392334
2011-01-04,26.950000762939453,26.020000457763672,26.65999984741211,26.670000076293945,1187400,26.670000076293945
2011-01-05,26.899999618530277,26.190000534057617,26.479999542236328,26.82999992370605,1446700,26.82999992370605
2011-01-06,28.0,26.809999465942383,26.82999992370605,27.8799991607666,2061200,27.8799991607666
2011-01-07,28.57999992370605,27.899999618530277,28.0,28.239999771118164,2247900,28.239999771118164
2011-01-10,28.68000030517578,28.049999237060547,28.170000076293945,28.450000762939453,1342700,28.450000762939453
2011-01-11,28.709999084472656,26.920000076293945,28.59000015258789,26.959999084472656,1710200,26.959999084472656
2011-01-12,27.399999618530277,26.520000457763672,27.01000022888184,26.959999084472656,964400,26.959999084472656
2011-01-13,26.96999931335449,26.15999984741211,26.959999084472656,26.21999931335449,723600,26.21999931335449
2011-01-14,26.57999992370605,25.61000061035156,26.149999618530277,25.75,1192000,25.75
2011-01-18,25.63999938964844,24.75,25.479999542236328,25.63999938964844,1621700,25.63999938964844
2011-01-19,25.46999931335449,23.75,25.270000457763672,24.030000686645508,2371500,24.030000686645508
2011-01-20,24.450000762939453,22.3700008392334,24.030000686645508,22.6200008392334,2279900,22.6200008392334
2011-01-21,23.59000015258789,22.709999084472656,23.1200008392334,23.040000915527344,1217000,23.040000915527344
2011-01-24,24.809999465942383,23.229999542236328,23.530000686645508,24.489999771118164,1645100,24.489999771118164
2011-01-25,24.88999938964844,24.020000457763672,24.649999618530277,24.68000030517578,1271500,24.68000030517578
2011-01-26,24.8799991607666,24.100000381469727,24.709999084472656,24.75,1079900,24.75
2011-01-27,25.07999992370605,24.530000686645508,24.739999771118164,24.920000076293945,895700,24.920000076293945
2011-01-28,24.8799991607666,23.75,24.8799991607666,24.01000022888184,1048400,24.01000022888184
2011-01-31,24.1200008392334,23.5,24.049999237060547,24.100000381469727,830300,24.100000381469727
2011-02-01,24.729999542236328,23.540000915527344,24.309999465942383,23.90999984741211,707800,23.90999984741211
2011-02-02,24.18000030517578,23.670000076293945,24.15999984741211,23.940000534057617,569500,23.940000534057617
2011-02-03,23.899999618530277,23.149999618530277,23.81999969482422,23.6299991607666,512000,23.6299991607666
2011-02-04,23.670000076293945,23.21999931335449,23.440000534057617,23.459999084472656,544000,23.459999084472656
2011-02-07,23.26000022888184,22.8799991607666,23.26000022888184,23.06999969482422,895100,23.06999969482422
2011-02-08,25.25,23.0,23.780000686645508,24.489999771118164,3504900,24.489999771118164
2011-02-09,24.18000030517578,22.790000915527344,24.1299991607666,23.209999084472656,2635600,23.209999084472656
2011-02-10,23.63999938964844,22.809999465942383,23.26000022888184,23.21999931335449,836100,23.21999931335449
2011-02-11,23.75,22.940000534057617,23.25,23.25,634500,23.25
2011-02-14,24.13999938964844,23.049999237060547,23.63999938964844,23.07999992370605,1283100,23.07999992370605
2011-02-15,23.170000076293945,22.559999465942383,23.01000022888184,22.84000015258789,953700,22.84000015258789
2011-02-16,24.96999931335449,23.06999969482422,23.100000381469727,24.729999542236328,4115100,24.729999542236328
2011-02-17,25.489999771118164,23.549999237060547,24.6299991607666,23.600000381469727,2618400,23.600000381469727
2011-02-18,23.489999771118164,22.959999084472656,23.32999992370605,23.18000030517578,2370700,23.18000030517578
2011-02-22,23.0,21.780000686645508,22.8799991607666,21.8700008392334,2064600,21.8700008392334
2011-02-23,22.5,21.11000061035156,22.18000030517578,21.82999992370605,1605600,21.82999992370605
2011-02-24,22.57999992370605,21.5,21.780000686645508,22.530000686645508,1055300,22.530000686645508
2011-02-25,23.850000381469727,22.690000534057617,22.809999465942383,23.61000061035156,1346300,23.61000061035156
2011-02-28,24.100000381469727,23.5,23.739999771118164,23.88999938964844,1051200,23.88999938964844
2011-03-01,24.31999969482422,23.700000762939453,24.049999237060547,23.940000534057617,1106400,23.940000534057617
2011-03-02,24.280000686645508,23.729999542236328,23.81999969482422,24.020000457763672,663300,24.020000457763672
2011-03-03,24.790000915527344,24.059999465942383,24.479999542236328,24.36000061035156,640200,24.36000061035156
2011-03-04,24.989999771118164,23.780000686645508,24.479999542236328,24.950000762939453,1580100,24.950000762939453
2011-03-07,25.399999618530277,24.700000762939453,24.93000030517578,24.940000534057617,2033600,24.940000534057617
2011-03-08,24.959999084472656,24.0,24.600000381469727,24.65999984741211,1399900,24.65999984741211
2011-03-09,24.989999771118164,24.270000457763672,24.65999984741211,24.71999931335449,924800,24.71999931335449
2011-03-10,24.489999771118164,23.729999542236328,24.440000534057617,24.01000022888184,1017000,24.01000022888184
2011-03-11,24.25,23.530000686645508,23.850000381469727,24.06999969482422,930800,24.06999969482422
2011-03-14,24.0,23.200000762939453,23.81999969482422,23.25,1166000,23.25
2011-03-15,22.959999084472656,21.799999237060547,22.200000762939453,22.950000762939453,1318800,22.950000762939453
2011-03-16,23.25,22.690000534057617,22.86000061035156,22.81999969482422,1169700,22.81999969482422
2011-03-17,23.43000030517578,22.63999938964844,23.239999771118164,22.809999465942383,922600,22.809999465942383
2011-03-18,23.190000534057617,22.51000022888184,23.190000534057617,22.959999084472656,687900,22.959999084472656
2011-03-21,23.049999237060547,22.540000915527344,23.049999237060547,22.729999542236328,411700,22.729999542236328
2011-03-22,22.86000061035156,22.0,22.729999542236328,22.190000534057617,582900,22.190000534057617
2011-03-23,22.270000457763672,21.770000457763672,22.11000061035156,22.209999084472656,422800,22.209999084472656
2011-03-24,22.3799991607666,21.979999542236328,22.13999938964844,22.32999992370605,462200,22.32999992370605
2011-03-25,23.0,22.399999618530277,22.43000030517578,22.75,568000,22.75
2011-03-28,23.540000915527344,22.549999237060547,22.700000762939453,23.25,1058100,23.25
2011-03-29,24.0,23.209999084472656,23.299999237060547,23.920000076293945,755400,23.920000076293945
2011-03-30,24.489999771118164,23.01000022888184,24.11000061035156,23.709999084472656,1223300,23.709999084472656
2011-03-31,28.709999084472656,26.5,26.549999237060547,27.75,11517800,27.75
2011-04-01,28.18000030517578,26.56999969482422,27.450000762939453,26.65999984741211,2864800,26.65999984741211
2011-04-04,27.0,25.229999542236328,26.82999992370605,25.82999992370605,2609300,25.82999992370605
2011-04-05,27.0,25.690000534057617,25.899999618530277,26.700000762939453,3180900,26.700000762939453
2011-04-06,27.01000022888184,25.799999237060547,26.989999771118164,26.489999771118164,1288300,26.489999771118164
2011-04-07,27.940000534057617,26.450000762939453,26.850000381469727,27.239999771118164,2810300,27.239999771118164
2011-04-08,27.600000381469727,26.36000061035156,27.57999992370605,26.489999771118164,1946400,26.489999771118164
2011-04-11,26.530000686645508,25.020000457763672,26.46999931335449,25.270000457763672,1369400,25.270000457763672
2011-04-12,25.209999084472656,24.299999237060547,25.07999992370605,24.649999618530277,1357400,24.649999618530277
2011-04-13,25.690000534057617,24.809999465942383,25.1299991607666,24.93000030517578,1211500,24.93000030517578
2011-04-14,25.280000686645508,24.200000762939453,24.8700008392334,25.13999938964844,983400,25.13999938964844
2011-04-15,26.18000030517578,25.40999984741211,25.649999618530277,25.57999992370605,943500,25.57999992370605
2011-04-18,25.6200008392334,24.36000061035156,25.1299991607666,25.030000686645508,1033900,25.030000686645508
2011-04-19,25.26000022888184,24.649999618530277,25.26000022888184,25.15999984741211,548700,25.15999984741211
2011-04-20,26.09000015258789,25.299999237060547,25.700000762939453,25.75,837200,25.75
2011-04-21,26.979999542236328,25.59000015258789,25.850000381469727,26.739999771118164,1386100,26.739999771118164
2011-04-25,26.729999542236328,25.96999931335449,26.700000762939453,26.38999938964844,800900,26.38999938964844
2011-04-26,27.25,26.309999465942383,26.65999984741211,26.93000030517578,1400000,26.93000030517578
2011-04-27,27.36000061035156,26.6299991607666,26.93000030517578,27.07999992370605,996900,27.07999992370605
2011-04-28,27.690000534057617,26.71999931335449,27.06999969482422,27.65999984741211,1600000,27.65999984741211
2011-04-29,27.8700008392334,27.420000076293945,27.690000534057617,27.600000381469727,726000,27.600000381469727
2011-05-02,27.799999237060547,27.059999465942383,27.600000381469727,27.450000762939453,784600,27.450000762939453
2011-05-03,27.38999938964844,26.5,27.3799991607666,26.8700008392334,913900,26.8700008392334
2011-05-04,27.0,25.75,26.780000686645508,26.690000534057617,1044500,26.690000534057617
2011-05-05,27.440000534057617,26.170000076293945,27.200000762939453,26.440000534057617,1218500,26.440000534057617
2011-05-06,27.700000762939453,26.6200008392334,26.899999618530277,27.1200008392334,981700,27.1200008392334
2011-05-09,28.0,26.850000381469727,27.0,27.90999984741211,916400,27.90999984741211
2011-05-10,28.950000762939453,27.90999984741211,28.239999771118164,28.32999992370605,1535300,28.32999992370605
2011-05-11,28.299999237060547,26.920000076293945,28.200000762939453,27.06999969482422,962500,27.06999969482422
2011-05-12,27.739999771118164,26.649999618530277,27.06999969482422,27.670000076293945,628000,27.670000076293945
2011-05-13,28.190000534057617,27.299999237060547,28.0,27.549999237060547,661500,27.549999237060547
2011-05-16,27.989999771118164,26.549999237060547,27.989999771118164,26.600000381469727,755700,26.600000381469727
2011-05-17,27.0,25.71999931335449,27.0,25.959999084472656,1234200,25.959999084472656
2011-05-18,26.46999931335449,25.520000457763672,26.100000381469727,26.350000381469727,729500,26.350000381469727
2011-05-19,28.440000534057617,26.600000381469727,27.030000686645508,28.200000762939453,2655100,28.200000762939453
2011-05-20,28.280000686645508,27.350000381469727,28.26000022888184,27.96999931335449,842500,27.96999931335449
2011-05-23,27.6200008392334,26.6200008392334,27.6200008392334,26.81999969482422,863600,26.81999969482422
2011-05-24,27.5,26.600000381469727,27.020000457763672,26.71999931335449,613700,26.71999931335449
2011-05-25,29.01000022888184,26.170000076293945,26.899999618530277,28.979999542236328,4693100,28.979999542236328
2011-05-26,29.76000022888184,28.100000381469727,28.81999969482422,29.479999542236328,3336900,29.479999542236328
2011-05-27,29.670000076293945,28.81999969482422,29.540000915527344,29.549999237060547,1687100,29.549999237060547
2011-05-31,30.280000686645508,29.549999237060547,29.690000534057617,30.13999938964844,3290500,30.13999938964844
2011-06-01,30.100000381469727,28.3799991607666,30.0,28.520000457763672,1529900,28.520000457763672
2011-06-02,29.31999969482422,28.51000022888184,28.520000457763672,28.76000022888184,986300,28.76000022888184
2011-06-03,31.5,29.5,29.950000762939453,30.1299991607666,6209200,30.1299991607666
2011-06-06,30.1299991607666,28.26000022888184,30.100000381469727,28.700000762939453,2331100,28.700000762939453
2011-06-07,29.38999938964844,28.26000022888184,28.940000534057617,28.3700008392334,1222100,28.3700008392334
2011-06-08,28.600000381469727,27.020000457763672,28.440000534057617,27.1200008392334,1695900,27.1200008392334
2011-06-09,28.100000381469727,27.100000381469727,27.43000030517578,27.6200008392334,1603200,27.6200008392334
2011-06-10,28.299999237060547,27.350000381469727,27.520000457763672,27.86000061035156,1566600,27.86000061035156
2011-06-13,28.8799991607666,27.8799991607666,28.06999969482422,28.43000030517578,1713400,28.43000030517578
2011-06-14,29.700000762939453,28.520000457763672,28.540000915527344,28.600000381469727,1573400,28.600000381469727
2011-06-15,28.450000762939453,27.06999969482422,28.440000534057617,27.31999969482422,1345000,27.31999969482422
2011-06-16,28.0,25.739999771118164,27.670000076293945,26.5,1842200,26.5
2011-06-17,27.700000762939453,26.13999938964844,26.8700008392334,26.5,1714000,26.5
2011-06-20,26.459999084472656,25.5,26.290000915527344,26.01000022888184,1537800,26.01000022888184
2011-06-21,27.729999542236328,26.0,26.239999771118164,27.530000686645508,1496000,27.530000686645508
2011-06-22,28.25,27.100000381469727,27.3700008392334,27.209999084472656,1475600,27.209999084472656
2011-06-23,27.71999931335449,26.209999084472656,27.200000762939453,27.709999084472656,1170000,27.709999084472656
2011-06-24,27.96999931335449,27.26000022888184,27.63999938964844,27.56999969482422,3608500,27.56999969482422
2011-06-27,28.280000686645508,27.309999465942383,27.729999542236328,27.459999084472656,1809400,27.459999084472656
2011-06-28,28.25,27.670000076293945,27.790000915527344,28.11000061035156,889200,28.11000061035156
2011-06-29,29.09000015258789,28.06999969482422,28.5,28.290000915527344,1461800,28.290000915527344
2011-06-30,29.32999992370605,28.399999618530277,28.5,29.1299991607666,946700,29.1299991607666
2011-07-01,29.600000381469727,28.799999237060547,29.06999969482422,29.020000457763672,854900,29.020000457763672
2011-07-05,29.520000457763672,28.709999084472656,29.020000457763672,29.13999938964844,996000,29.13999938964844
2011-07-06,29.13999938964844,28.549999237060547,29.13999938964844,28.959999084472656,926900,28.959999084472656
2011-07-07,30.0,29.01000022888184,29.13999938964844,29.729999542236328,1327900,29.729999542236328
2011-07-08,29.88999938964844,28.59000015258789,29.88999938964844,28.809999465942383,1240600,28.809999465942383
2011-07-11,28.530000686645508,28.0,28.399999618530277,28.350000381469727,975800,28.350000381469727
2011-07-12,29.09000015258789,28.0,28.3700008392334,28.170000076293945,1045400,28.170000076293945
2011-07-13,29.030000686645508,27.899999618530277,28.43000030517578,28.63999938964844,1066000,28.63999938964844
2011-07-14,28.959999084472656,27.25,28.530000686645508,27.61000061035156,1159000,27.61000061035156
2011-07-15,27.82999992370605,27.399999618530277,27.790000915527344,27.57999992370605,709000,27.57999992370605
2011-07-18,27.450000762939453,26.6299991607666,27.34000015258789,27.229999542236328,851900,27.229999542236328
2011-07-19,28.11000061035156,27.540000915527344,27.57999992370605,27.88999938964844,1026100,27.88999938964844
2011-07-20,30.440000534057617,27.799999237060547,28.0,28.690000534057617,3048300,28.690000534057617
2011-07-21,29.15999984741211,28.100000381469727,28.90999984741211,28.700000762939453,1011500,28.700000762939453
2011-07-22,29.540000915527344,28.549999237060547,28.700000762939453,29.290000915527344,583500,29.290000915527344
2011-07-25,29.25,28.440000534057617,29.01000022888184,28.489999771118164,673300,28.489999771118164
2011-07-26,28.770000457763672,27.96999931335449,28.309999465942383,28.0,760600,28.0
2011-07-27,28.5,27.51000022888184,28.5,27.63999938964844,958500,27.63999938964844
2011-07-28,28.549999237060547,27.540000915527344,27.600000381469727,28.170000076293945,938700,28.170000076293945
2011-07-29,28.399999618530277,27.5,27.799999237060547,28.170000076293945,948200,28.170000076293945
2011-08-01,28.979999542236328,28.209999084472656,28.670000076293945,28.770000457763672,1164900,28.770000457763672
2011-08-02,29.200000762939453,27.270000457763672,28.690000534057617,27.34000015258789,1549400,27.34000015258789
2011-08-03,27.82999992370605,26.34000015258789,27.5,27.200000762939453,1794500,27.200000762939453
2011-08-04,26.88999938964844,24.670000076293945,26.51000022888184,24.75,3064500,24.75
2011-08-05,25.3799991607666,22.82999992370605,24.989999771118164,24.239999771118164,1964400,24.239999771118164
2011-08-08,24.440000534057617,23.100000381469727,23.100000381469727,23.63999938964844,2608500,23.63999938964844
2011-08-09,25.450000762939453,23.700000762939453,24.149999618530277,25.059999465942383,1333400,25.059999465942383
2011-08-10,25.440000534057617,23.6299991607666,25.440000534057617,23.81999969482422,1564200,23.81999969482422
2011-08-11,25.75,24.0,24.040000915527344,25.299999237060547,836500,25.299999237060547
2011-08-12,27.13999938964844,25.36000061035156,25.600000381469727,26.309999465942383,1009100,26.309999465942383
2011-08-15,26.75,25.93000030517578,26.6200008392334,26.229999542236328,738600,26.229999542236328
2011-08-16,26.540000915527344,25.82999992370605,26.1299991607666,26.100000381469727,537700,26.100000381469727
2011-08-17,26.649999618530277,25.51000022888184,26.38999938964844,25.82999992370605,643700,25.82999992370605
